"latitude","longitude","country","source","year","treatment","grain_yield_kgha","N","P","K"
7.852933,37.22532,"Ethiopia","Tamssa",2016,"NK",10324.3353874883,120,0,40
7.852933,37.22532,"Ethiopia","Tamssa",2016,"NP",7974.4,120,40,0
7.852933,37.22532,"Ethiopia","Tamssa",2016,"NPK",8495.30412698413,120,40,40
7.852933,37.22532,"Ethiopia","Tamssa",2016,"NPK+",6576.54243785564,120,40,40
7.719048,37.225796,"Ethiopia","Tamssa",2016,"Control",1884.35064935065,0,0,0
7.719048,37.225796,"Ethiopia","Tamssa",2016,"PK",3586.2,0,40,40
7.719048,37.225796,"Ethiopia","Tamssa",2016,"NK",6972.74666666667,120,0,40
7.719048,37.225796,"Ethiopia","Tamssa",2016,"NP",10420.3436041083,120,40,0
7.719048,37.225796,"Ethiopia","Tamssa",2016,"NPK",7990.46772486772,120,40,40
7.719048,37.225796,"Ethiopia","Tamssa",2016,"NPK+",7426.39892904953,120,40,40
7.73851,37.22357,"Ethiopia","Tamssa",2016,"Control",706.014814814815,0,0,0
7.73851,37.22357,"Ethiopia","Tamssa",2016,"PK",492.153968253968,0,40,40
7.73851,37.22357,"Ethiopia","Tamssa",2016,"NK",4246.75485008818,120,0,40
7.73851,37.22357,"Ethiopia","Tamssa",2016,"NP",6561.07640791477,120,40,0
7.73851,37.22357,"Ethiopia","Tamssa",2016,"NPK",7111.31605758583,120,40,40
7.73851,37.22357,"Ethiopia","Tamssa",2016,"NPK+",7522.76520634921,120,40,40
7.71668,37.01987,"Ethiopia","Tamssa",2016,"Control",170.057142857143,0,0,0
7.71668,37.01987,"Ethiopia","Tamssa",2016,"PK",296.634920634921,0,40,40
7.71668,37.01987,"Ethiopia","Tamssa",2016,"NK",4956.04938271605,120,0,40
7.71668,37.01987,"Ethiopia","Tamssa",2016,"NP",6673.89499389499,120,40,0
7.71668,37.01987,"Ethiopia","Tamssa",2016,"NPK",6435.5027027027,120,40,40
7.71668,37.01987,"Ethiopia","Tamssa",2016,"NPK+",8276.02051282051,120,40,40
7.71781,37.216842,"Ethiopia","Tamssa",2016,"Control",4549.82638204707,0,0,0
7.71781,37.216842,"Ethiopia","Tamssa",2016,"PK",5908.44444444445,0,40,40
7.71781,37.216842,"Ethiopia","Tamssa",2016,"NK",6373.03073286052,120,0,40
7.71781,37.216842,"Ethiopia","Tamssa",2016,"NP",6872.84705882353,120,40,0
7.71781,37.216842,"Ethiopia","Tamssa",2016,"NPK",5070.85714285714,120,40,40
7.71781,37.216842,"Ethiopia","Tamssa",2016,"NPK+",6817.98941798942,120,40,40
7.831104,37.230684,"Ethiopia","Tamssa",2016,"Control",954.507936507936,0,0,0
7.831104,37.230684,"Ethiopia","Tamssa",2016,"PK",4082.33846153846,0,40,40
7.831104,37.230684,"Ethiopia","Tamssa",2016,"NK",6568.76018876019,120,0,40
7.831104,37.230684,"Ethiopia","Tamssa",2016,"NP",6400.59534883721,120,40,0
7.831104,37.230684,"Ethiopia","Tamssa",2016,"NPK",6524.73469387755,120,40,40
7.831104,37.230684,"Ethiopia","Tamssa",2016,"NPK+",9166.0350877193,120,40,40
7.829932,37.233714,"Ethiopia","Tamssa",2016,"Control",2332.16326530612,0,0,0
7.829932,37.233714,"Ethiopia","Tamssa",2016,"PK",4477.15555555556,0,40,40
7.829932,37.233714,"Ethiopia","Tamssa",2016,"NK",8754.27878787879,120,0,40
7.829932,37.233714,"Ethiopia","Tamssa",2016,"NP",9335.50387596899,120,40,0
7.829932,37.233714,"Ethiopia","Tamssa",2016,"NPK",8711.77639751553,120,40,40
7.829932,37.233714,"Ethiopia","Tamssa",2016,"NPK+",6361.26713947991,120,40,40
7.832753,37.235257,"Ethiopia","Tamssa",2016,"Control",627.374149659864,0,0,0
7.832753,37.235257,"Ethiopia","Tamssa",2016,"PK",4239.84,0,40,40
7.832753,37.235257,"Ethiopia","Tamssa",2016,"NK",9248.0380952381,120,0,40
7.832753,37.235257,"Ethiopia","Tamssa",2016,"NP",9585.89387755102,120,40,0
7.832753,37.235257,"Ethiopia","Tamssa",2016,"NPK",10273.8074074074,120,40,40
7.832753,37.235257,"Ethiopia","Tamssa",2016,"NPK+",7949.93197278911,120,40,40
7.852933,37.22532,"Ethiopia","Tamssa",2016,"Control",761.456084656085,0,0,0
7.852933,37.22532,"Ethiopia","Tamssa",2016,"PK",864.457142857143,0,40,40
7.852933,37.22532,"Ethiopia","Tamssa",2016,"NK",4063.76662376662,120,0,40
7.852933,37.22532,"Ethiopia","Tamssa",2016,"NP",5662.4362369338,120,40,0
7.852933,37.22532,"Ethiopia","Tamssa",2016,"NPK",7319.82857142857,120,40,40
7.852933,37.22532,"Ethiopia","Tamssa",2016,"NPK+",5578.44324324324,120,40,40
7.71788,37.0164,"Ethiopia","Tamssa",2016,"Control",733.460317460318,0,0,0
7.71788,37.0164,"Ethiopia","Tamssa",2016,"PK",416.059259259259,0,40,40
7.71788,37.0164,"Ethiopia","Tamssa",2016,"NK",5470.4,120,0,40
7.71788,37.0164,"Ethiopia","Tamssa",2016,"NP",9049.18892580288,120,40,0
7.71788,37.0164,"Ethiopia","Tamssa",2016,"NPK",9121.28253968254,120,40,40
7.71788,37.0164,"Ethiopia","Tamssa",2016,"NPK+",6342.88888888889,120,40,40
7.720747,37.018247,"Ethiopia","Tamssa",2016,"Control",4910.90101010101,0,0,0
7.720747,37.018247,"Ethiopia","Tamssa",2016,"PK",5314.09150326797,0,40,40
7.720747,37.018247,"Ethiopia","Tamssa",2016,"NK",8258.62360248447,120,0,40
7.720747,37.018247,"Ethiopia","Tamssa",2016,"NP",6924.02322880372,120,40,0
7.720747,37.018247,"Ethiopia","Tamssa",2016,"NPK",6112.62277432712,120,40,40
7.720747,37.018247,"Ethiopia","Tamssa",2016,"NPK+",8392.7522297808,120,40,40
7.683454,36.973861,"Ethiopia","Tamssa",2016,"Control",4842.93333333333,0,0,0
7.683454,36.973861,"Ethiopia","Tamssa",2016,"PK",6997.33333333333,0,40,40
7.683454,36.973861,"Ethiopia","Tamssa",2016,"NK",7158.79603960396,120,0,40
7.683454,36.973861,"Ethiopia","Tamssa",2016,"NP",8451.05925925926,120,40,0
7.683454,36.973861,"Ethiopia","Tamssa",2016,"NPK",7580.57142857143,120,40,40
7.683454,36.973861,"Ethiopia","Tamssa",2016,"NPK+",7742.62127659574,120,40,40
7.72944,36.94875,"Ethiopia","Tamssa",2016,"Control",387.352380952381,0,0,0
7.72944,36.94875,"Ethiopia","Tamssa",2016,"PK",1015.37959183673,0,40,40
7.72944,36.94875,"Ethiopia","Tamssa",2016,"NK",3583.56962676963,120,0,40
7.72944,36.94875,"Ethiopia","Tamssa",2016,"NP",7312.64,120,40,0
7.72944,36.94875,"Ethiopia","Tamssa",2016,"NPK",7532.45388245388,120,40,40
7.72944,36.94875,"Ethiopia","Tamssa",2016,"NPK+",5864.4705882353,120,40,40
7.684783,36.979008,"Ethiopia","Tamssa",2016,"Control",2698.71987906274,0,0,0
7.684783,36.979008,"Ethiopia","Tamssa",2016,"PK",2985.00273672687,0,40,40
7.684783,36.979008,"Ethiopia","Tamssa",2016,"NK",4049.73099415205,120,0,40
7.684783,36.979008,"Ethiopia","Tamssa",2016,"NP",6344.1853427896,120,40,0
7.684783,36.979008,"Ethiopia","Tamssa",2016,"NPK",8334.85714285714,120,40,40
7.684783,36.979008,"Ethiopia","Tamssa",2016,"NPK+",9927.76788482835,120,40,40
7.706719,37.029529,"Ethiopia","Tamssa",2016,"Control",2699.94666666667,0,0,0
7.706719,37.029529,"Ethiopia","Tamssa",2016,"PK",4688.25396825397,0,40,40
7.706719,37.029529,"Ethiopia","Tamssa",2016,"NK",7878.30204081633,120,0,40
7.706719,37.029529,"Ethiopia","Tamssa",2016,"NP",8756.68571428572,120,40,0
7.706719,37.029529,"Ethiopia","Tamssa",2016,"NPK",9425.37566137566,120,40,40
7.706719,37.029529,"Ethiopia","Tamssa",2016,"NPK+",7393.69795918367,120,40,40
9.0745745,36.9653549,"Ethiopia","Tamssa",2016,"Control",3082.18775510204,0,0,0
9.0745745,36.9653549,"Ethiopia","Tamssa",2016,"PK",2581.94057142857,0,40,40
9.0745745,36.9653549,"Ethiopia","Tamssa",2016,"NK",6339.34432653061,120,0,40
9.0745745,36.9653549,"Ethiopia","Tamssa",2016,"NP",7806.4692244898,120,40,0
9.0745745,36.9653549,"Ethiopia","Tamssa",2016,"NPK",8549.01551020408,120,40,40
9.0745745,36.9653549,"Ethiopia","Tamssa",2016,"NPK+",8962.67755102041,120,40,40
9.124464,37.016755,"Ethiopia","Tamssa",2016,"Control",5577.26106122449,0,0,0
9.124464,37.016755,"Ethiopia","Tamssa",2016,"PK",5172.31836734694,0,40,40
9.124464,37.016755,"Ethiopia","Tamssa",2016,"NK",7518.12244897959,120,0,40
9.124464,37.016755,"Ethiopia","Tamssa",2016,"NP",9464.66155102041,120,40,0
9.124464,37.016755,"Ethiopia","Tamssa",2016,"NPK",8309.07918367347,120,40,40
9.124464,37.016755,"Ethiopia","Tamssa",2016,"NPK+",14945.604244898,120,40,40
9.14912,37.04398,"Ethiopia","Tamssa",2016,"Control",2191.95918367347,0,0,0
9.14912,37.04398,"Ethiopia","Tamssa",2016,"PK",9577.41795918367,0,40,40
9.14912,37.04398,"Ethiopia","Tamssa",2016,"NK",17474.5102040816,120,0,40
9.14912,37.04398,"Ethiopia","Tamssa",2016,"NP",15681.8424489796,120,40,0
9.14912,37.04398,"Ethiopia","Tamssa",2016,"NPK",18315.5657142857,120,40,40
9.14912,37.04398,"Ethiopia","Tamssa",2016,"NPK+",16819.1706122449,120,40,40
9.08881,37.14396,"Ethiopia","Tamssa",2016,"Control",3421.44,0,0,0
9.08881,37.14396,"Ethiopia","Tamssa",2016,"PK",3025.23428571429,0,40,40
9.08881,37.14396,"Ethiopia","Tamssa",2016,"NK",6559.34693877551,120,0,40
9.08881,37.14396,"Ethiopia","Tamssa",2016,"NP",7574.98775510204,120,40,0
9.08881,37.14396,"Ethiopia","Tamssa",2016,"NPK",9109.02857142857,120,40,40
9.08881,37.14396,"Ethiopia","Tamssa",2016,"NPK+",7980.38889795918,120,40,40
9.09123,37.1584,"Ethiopia","Tamssa",2016,"Control",3051.29534693878,0,0,0
9.09123,37.1584,"Ethiopia","Tamssa",2016,"PK",2848.87248979592,0,40,40
9.09123,37.1584,"Ethiopia","Tamssa",2016,"NK",6628.608,120,0,40
9.09123,37.1584,"Ethiopia","Tamssa",2016,"NP",7604.90155102041,120,40,0
9.09123,37.1584,"Ethiopia","Tamssa",2016,"NPK",7711.57028571429,120,40,40
9.09123,37.1584,"Ethiopia","Tamssa",2016,"NPK+",7291.48995918367,120,40,40
9.08208,37.15074,"Ethiopia","Tamssa",2016,"Control",2190.86595918367,0,0,0
9.08208,37.15074,"Ethiopia","Tamssa",2016,"PK",1377.11020408163,0,40,40
9.08208,37.15074,"Ethiopia","Tamssa",2016,"NK",6636.04897959184,120,0,40
9.08208,37.15074,"Ethiopia","Tamssa",2016,"NP",8835.40506122449,120,40,0
9.08208,37.15074,"Ethiopia","Tamssa",2016,"NPK",7758.23510204082,120,40,40
9.08208,37.15074,"Ethiopia","Tamssa",2016,"NPK+",5920.48065306122,120,40,40
9.08768,37.13443,"Ethiopia","Tamssa",2016,"Control",2670.4212244898,0,0,0
9.08768,37.13443,"Ethiopia","Tamssa",2016,"PK",3431.4906122449,0,40,40
9.08768,37.13443,"Ethiopia","Tamssa",2016,"NK",5425.74367346939,120,0,40
9.08768,37.13443,"Ethiopia","Tamssa",2016,"NP",6621.59020408163,120,40,0
9.08768,37.13443,"Ethiopia","Tamssa",2016,"NPK",6198.58285714286,120,40,40
9.08768,37.13443,"Ethiopia","Tamssa",2016,"NPK+",6236.36963265306,120,40,40
9.024147,37.0121727,"Ethiopia","Tamssa",2016,"Control",1746.79640816327,0,0,0
9.024147,37.0121727,"Ethiopia","Tamssa",2016,"PK",3364.66285714286,0,40,40
9.024147,37.0121727,"Ethiopia","Tamssa",2016,"NK",6595.44979591837,120,0,40
9.024147,37.0121727,"Ethiopia","Tamssa",2016,"NP",7952.63510204082,120,40,0
9.024147,37.0121727,"Ethiopia","Tamssa",2016,"NPK",8514.67591836735,120,40,40
9.024147,37.0121727,"Ethiopia","Tamssa",2016,"NPK+",9032.1413877551,120,40,40
9.025531,37.252363,"Ethiopia","Tamssa",2016,"Control",2853.02497959184,0,0,0
9.025531,37.252363,"Ethiopia","Tamssa",2016,"PK",3353.94220408163,0,40,40
9.025531,37.252363,"Ethiopia","Tamssa",2016,"NK",8877.81159183674,120,0,40
9.025531,37.252363,"Ethiopia","Tamssa",2016,"NP",8548.04571428571,120,40,0
9.025531,37.252363,"Ethiopia","Tamssa",2016,"NPK",9948.48391836735,120,40,40
9.025531,37.252363,"Ethiopia","Tamssa",2016,"NPK+",9488.09534693878,120,40,40
9.020957,37.235469,"Ethiopia","Tamssa",2016,"Control",2461.536,0,0,0
9.020957,37.235469,"Ethiopia","Tamssa",2016,"PK",2833.21469387755,0,40,40
9.020957,37.235469,"Ethiopia","Tamssa",2016,"NK",6370.69518367347,120,0,40
9.020957,37.235469,"Ethiopia","Tamssa",2016,"NP",6750.6612244898,120,40,0
9.020957,37.235469,"Ethiopia","Tamssa",2016,"NPK",7316.42253061225,120,40,40
9.020957,37.235469,"Ethiopia","Tamssa",2016,"NPK+",7569.90955102041,120,40,40
9.051743,37.168224,"Ethiopia","Tamssa",2016,"Control",3769.72016326531,0,0,0
9.051743,37.168224,"Ethiopia","Tamssa",2016,"PK",4570.38367346939,0,40,40
9.051743,37.168224,"Ethiopia","Tamssa",2016,"NK",3838.80489795918,120,0,40
9.051743,37.168224,"Ethiopia","Tamssa",2016,"NP",5165.08897959184,120,40,0
9.051743,37.168224,"Ethiopia","Tamssa",2016,"NPK",4944.60146938776,120,40,40
9.051743,37.168224,"Ethiopia","Tamssa",2016,"NPK+",6013.44,120,40,40
9.047807,37.191478,"Ethiopia","Tamssa",2016,"Control",1478.03069387755,0,0,0
9.047807,37.191478,"Ethiopia","Tamssa",2016,"PK",1634.3706122449,0,40,40
9.047807,37.191478,"Ethiopia","Tamssa",2016,"NK",3468.96,120,0,40
9.047807,37.191478,"Ethiopia","Tamssa",2016,"NP",2309.46318367347,120,40,0
9.047807,37.191478,"Ethiopia","Tamssa",2016,"NPK",4551.62253061225,120,40,40
9.047807,37.191478,"Ethiopia","Tamssa",2016,"NPK+",4249.82204081633,120,40,40
9.0820417,37.089283,"Ethiopia","Tamssa",2016,"Control",3461.98628571429,0,0,0
9.0820417,37.089283,"Ethiopia","Tamssa",2016,"PK",4960.90285714286,0,40,40
9.0820417,37.089283,"Ethiopia","Tamssa",2016,"NK",6865.44979591837,120,0,40
9.0820417,37.089283,"Ethiopia","Tamssa",2016,"NP",6161.37795918367,120,40,0
9.0820417,37.089283,"Ethiopia","Tamssa",2016,"NPK",4376.03657142857,120,40,40
9.0820417,37.089283,"Ethiopia","Tamssa",2016,"NPK+",5740.90971428571,120,40,40
9.0973549,37.0751266,"Ethiopia","Tamssa",2016,"Control",1865.67575510204,0,0,0
9.0973549,37.0751266,"Ethiopia","Tamssa",2016,"PK",1866.16065306122,0,40,40
9.0973549,37.0751266,"Ethiopia","Tamssa",2016,"NK",5607.06024489796,120,0,40
9.0973549,37.0751266,"Ethiopia","Tamssa",2016,"NP",4553.45632653061,120,40,0
9.0973549,37.0751266,"Ethiopia","Tamssa",2016,"NPK",4307.97453061224,120,40,40
9.0973549,37.0751266,"Ethiopia","Tamssa",2016,"NPK+",5085.2747755102,120,40,40
38.380629,7.038719,"Ethiopia","Tamssa",2016,"Control",6141.53287981859,0,0,0
38.380629,7.038719,"Ethiopia","Tamssa",2016,"PK",4953.50597771023,0,40,40
38.380629,7.038719,"Ethiopia","Tamssa",2016,"NK",7372.19047619048,120,0,40
38.380629,7.038719,"Ethiopia","Tamssa",2016,"NP",7288.25396825397,120,40,0
38.380629,7.038719,"Ethiopia","Tamssa",2016,"NPK",6972.87111111111,120,40,40
38.380629,7.038719,"Ethiopia","Tamssa",2016,"NPK+",7417.67960199005,120,40,40
38.380585,7.039703,"Ethiopia","Tamssa",2016,"Control",4659.68513119534,0,0,0
38.380585,7.039703,"Ethiopia","Tamssa",2016,"PK",5098.92089407191,0,40,40
38.380585,7.039703,"Ethiopia","Tamssa",2016,"NK",6321.34798534798,120,0,40
38.380585,7.039703,"Ethiopia","Tamssa",2016,"NP",7330.26692759295,120,40,0
38.380585,7.039703,"Ethiopia","Tamssa",2016,"NPK",8970.46208112875,120,40,40
38.380585,7.039703,"Ethiopia","Tamssa",2016,"NPK+",7533.71428571429,120,40,40
38.380058,7.040559,"Ethiopia","Tamssa",2016,"Control",3595.69892473118,0,0,0
38.380058,7.040559,"Ethiopia","Tamssa",2016,"PK",6110.18867924528,0,40,40
38.380058,7.040559,"Ethiopia","Tamssa",2016,"NK",4935.51587301587,120,0,40
38.380058,7.040559,"Ethiopia","Tamssa",2016,"NP",8050.49040511727,120,40,0
38.380058,7.040559,"Ethiopia","Tamssa",2016,"NPK",8226.26757369614,120,40,40
38.380058,7.040559,"Ethiopia","Tamssa",2016,"NPK+",7824.71210706505,120,40,40
38.386126,7.050768,"Ethiopia","Tamssa",2016,"Control",5838.62349206349,0,0,0
38.386126,7.050768,"Ethiopia","Tamssa",2016,"PK",6821.85620915033,0,40,40
38.386126,7.050768,"Ethiopia","Tamssa",2016,"NK",8741.75921855922,120,0,40
38.386126,7.050768,"Ethiopia","Tamssa",2016,"NP",7353.60983102919,120,40,0
38.386126,7.050768,"Ethiopia","Tamssa",2016,"NPK",8543.46222222222,120,40,40
38.386126,7.050768,"Ethiopia","Tamssa",2016,"NPK+",7438.955453149,120,40,40
38.385471,7.053699,"Ethiopia","Tamssa",2016,"Control",7822.76114285714,0,0,0
38.385471,7.053699,"Ethiopia","Tamssa",2016,"PK",8284.60854700855,0,40,40
38.385471,7.053699,"Ethiopia","Tamssa",2016,"NK",8584.51929824561,120,0,40
38.385471,7.053699,"Ethiopia","Tamssa",2016,"NP",9314.58937198068,120,40,0
38.385471,7.053699,"Ethiopia","Tamssa",2016,"NPK",8587.94666666667,120,40,40
38.385471,7.053699,"Ethiopia","Tamssa",2016,"NPK+",8464.26914038343,120,40,40
38.389472,7.05991,"Ethiopia","Tamssa",2016,"Control",4385.33333333333,0,0,0
38.389472,7.05991,"Ethiopia","Tamssa",2016,"PK",3674.10714285714,0,40,40
38.389472,7.05991,"Ethiopia","Tamssa",2016,"NK",5207.14285714286,120,0,40
38.389472,7.05991,"Ethiopia","Tamssa",2016,"NP",6506.69642857143,120,40,0
38.389472,7.05991,"Ethiopia","Tamssa",2016,"NPK",7120.78991596639,120,40,40
38.389472,7.05991,"Ethiopia","Tamssa",2016,"NPK+",6617.07602339181,120,40,40
38.390645,7.054269,"Ethiopia","Tamssa",2016,"Control",7878.38383838384,0,0,0
38.390645,7.054269,"Ethiopia","Tamssa",2016,"PK",6982.88536155203,0,40,40
38.390645,7.054269,"Ethiopia","Tamssa",2016,"NK",9508.57142857143,120,0,40
38.390645,7.054269,"Ethiopia","Tamssa",2016,"NP",8077.4358974359,120,40,0
38.390645,7.054269,"Ethiopia","Tamssa",2016,"NPK",7209.42695722357,120,40,40
38.390645,7.054269,"Ethiopia","Tamssa",2016,"NPK+",7284.9433106576,120,40,40
38.381701,7.093489,"Ethiopia","Tamssa",2016,"Control",3455.05418719212,0,0,0
38.381701,7.093489,"Ethiopia","Tamssa",2016,"PK",4681.55911730546,0,40,40
38.381701,7.093489,"Ethiopia","Tamssa",2016,"NK",4133.5873015873,120,0,40
38.381701,7.093489,"Ethiopia","Tamssa",2016,"NP",3118.39879062736,120,40,0
38.381701,7.093489,"Ethiopia","Tamssa",2016,"NPK",3875.05467372134,120,40,40
38.381701,7.093489,"Ethiopia","Tamssa",2016,"NPK+",2051.69009009009,120,40,40
38.384263,7.098919,"Ethiopia","Tamssa",2016,"Control",2664.83245149912,0,0,0
38.384263,7.098919,"Ethiopia","Tamssa",2016,"PK",3410.92810457516,0,40,40
38.384263,7.098919,"Ethiopia","Tamssa",2016,"NK",3471.98024691358,120,0,40
38.384263,7.098919,"Ethiopia","Tamssa",2016,"NP",4810.30894308943,120,40,0
38.384263,7.098919,"Ethiopia","Tamssa",2016,"NPK",5390.92330827068,120,40,40
38.384263,7.098919,"Ethiopia","Tamssa",2016,"NPK+",3676.79925303455,120,40,40
38.382709,7.090163,"Ethiopia","Tamssa",2016,"Control",1736.22857142857,0,0,0
38.382709,7.090163,"Ethiopia","Tamssa",2016,"PK",1961.87826086957,0,40,40
38.382709,7.090163,"Ethiopia","Tamssa",2016,"NK",2259.12643678161,120,0,40
38.382709,7.090163,"Ethiopia","Tamssa",2016,"NP",2427.1816091954,120,40,0
38.382709,7.090163,"Ethiopia","Tamssa",2016,"NPK",3023.93766233766,120,40,40
38.382709,7.090163,"Ethiopia","Tamssa",2016,"NPK+",2905.97222222222,120,40,40
38.385061,7.088581,"Ethiopia","Tamssa",2016,"Control",1475.13227513228,0,0,0
38.385061,7.088581,"Ethiopia","Tamssa",2016,"PK",1997.33227513227,0,40,40
38.385061,7.088581,"Ethiopia","Tamssa",2016,"NK",3106.04926108374,120,0,40
38.385061,7.088581,"Ethiopia","Tamssa",2016,"NP",1638.44837490552,120,40,0
38.385061,7.088581,"Ethiopia","Tamssa",2016,"NPK",2396.96507936508,120,40,40
38.385061,7.088581,"Ethiopia","Tamssa",2016,"NPK+",3329.03225806452,120,40,40
38.389296,7.086571,"Ethiopia","Tamssa",2016,"Control",2370.33362193362,0,0,0
38.389296,7.086571,"Ethiopia","Tamssa",2016,"PK",2212.08465608466,0,40,40
38.389296,7.086571,"Ethiopia","Tamssa",2016,"NK",3096.51746031746,120,0,40
38.389296,7.086571,"Ethiopia","Tamssa",2016,"NP",3359.82857142857,120,40,0
38.389296,7.086571,"Ethiopia","Tamssa",2016,"NPK",2820.89523809524,120,40,40
38.389296,7.086571,"Ethiopia","Tamssa",2016,"NPK+",3774.16825396825,120,40,40
38.378353,7.107671,"Ethiopia","Tamssa",2016,"Control",1669.97518037518,0,0,0
38.378353,7.107671,"Ethiopia","Tamssa",2016,"PK",1365.83333333333,0,40,40
38.378353,7.107671,"Ethiopia","Tamssa",2016,"NK",2700.98231292517,120,0,40
38.378353,7.107671,"Ethiopia","Tamssa",2016,"NP",2950.79365079365,120,40,0
38.378353,7.107671,"Ethiopia","Tamssa",2016,"NPK",2877.76,120,40,40
38.378353,7.107671,"Ethiopia","Tamssa",2016,"NPK+",3677.11278195489,120,40,40
38.387455,7.087564,"Ethiopia","Tamssa",2016,"Control",2361.20816326531,0,0,0
38.387455,7.087564,"Ethiopia","Tamssa",2016,"PK",2773.79047619048,0,40,40
38.387455,7.087564,"Ethiopia","Tamssa",2016,"NK",3212.42352941176,120,0,40
38.387455,7.087564,"Ethiopia","Tamssa",2016,"NP",2351.40317460317,120,40,0
38.387455,7.087564,"Ethiopia","Tamssa",2016,"NPK",2888.11764705882,120,40,40
38.387455,7.087564,"Ethiopia","Tamssa",2016,"NPK+",2258.10793650794,120,40,40
38.385896,7.087219,"Ethiopia","Tamssa",2016,"Control",2442.21477832512,0,0,0
38.385896,7.087219,"Ethiopia","Tamssa",2016,"PK",2797.7519106408,0,40,40
38.385896,7.087219,"Ethiopia","Tamssa",2016,"NK",2600.67432950192,120,0,40
38.385896,7.087219,"Ethiopia","Tamssa",2016,"NP",2585.31687242798,120,40,0
38.385896,7.087219,"Ethiopia","Tamssa",2016,"NPK",2442.6420890937,120,40,40
38.385896,7.087219,"Ethiopia","Tamssa",2016,"NPK+",1308.73846153846,120,40,40
38.693,7.90805,"Ethiopia","Tamssa",2016,"Control",3368.2962962963,0,0,0
38.693,7.90805,"Ethiopia","Tamssa",2016,"PK",2208.66206896552,0,40,40
38.693,7.90805,"Ethiopia","Tamssa",2016,"NK",3539.00811287478,120,0,40
38.693,7.90805,"Ethiopia","Tamssa",2016,"NP",6806.19307832423,120,40,0
38.693,7.90805,"Ethiopia","Tamssa",2016,"NPK",5738.78489326765,120,40,40
38.693,7.90805,"Ethiopia","Tamssa",2016,"NPK+",7359.42857142857,120,40,40
38.69852,7.90345,"Ethiopia","Tamssa",2016,"Control",2440.90434782609,0,0,0
38.69852,7.90345,"Ethiopia","Tamssa",2016,"PK",2740.11428571429,0,40,40
38.69852,7.90345,"Ethiopia","Tamssa",2016,"NK",4746.68888888889,120,0,40
38.69852,7.90345,"Ethiopia","Tamssa",2016,"NP",4811.8245472837,120,40,0
38.69852,7.90345,"Ethiopia","Tamssa",2016,"NPK",7230.92731829574,120,40,40
38.69852,7.90345,"Ethiopia","Tamssa",2016,"NPK+",7854.42622950819,120,40,40
38.69888,7.90239,"Ethiopia","Tamssa",2016,"Control",1045.79170506912,0,0,0
38.69888,7.90239,"Ethiopia","Tamssa",2016,"PK",2193.9007518797,0,40,40
38.69888,7.90239,"Ethiopia","Tamssa",2016,"NK",3786.52631578947,120,0,40
38.69888,7.90239,"Ethiopia","Tamssa",2016,"NP",5458.26382047072,120,40,0
38.69888,7.90239,"Ethiopia","Tamssa",2016,"NPK",6965.24590163934,120,40,40
38.69888,7.90239,"Ethiopia","Tamssa",2016,"NPK+",6033.65079365079,120,40,40
38.69633,7.90181,"Ethiopia","Tamssa",2016,"Control",2024.38941798942,0,0,0
38.69633,7.90181,"Ethiopia","Tamssa",2016,"PK",1023.96342857143,0,40,40
38.69633,7.90181,"Ethiopia","Tamssa",2016,"NK",3735.41854636591,120,0,40
38.69633,7.90181,"Ethiopia","Tamssa",2016,"NP",4738.70543024227,120,40,0
38.69633,7.90181,"Ethiopia","Tamssa",2016,"NPK",4938.35428571429,120,40,40
38.69633,7.90181,"Ethiopia","Tamssa",2016,"NPK+",6117.22222222222,120,40,40
38.69308,7.90242,"Ethiopia","Tamssa",2016,"Control",1144.21960784314,0,0,0
38.69308,7.90242,"Ethiopia","Tamssa",2016,"PK",1526.688,0,40,40
38.69308,7.90242,"Ethiopia","Tamssa",2016,"NK",3621.48705096073,120,0,40
38.69308,7.90242,"Ethiopia","Tamssa",2016,"NP",3552.20317460317,120,40,0
38.69308,7.90242,"Ethiopia","Tamssa",2016,"NPK",5042.53968253968,120,40,40
38.69308,7.90242,"Ethiopia","Tamssa",2016,"NPK+",5648.71666666667,120,40,40
38.69277,7.90115,"Ethiopia","Tamssa",2016,"Control",1023.75328798186,0,0,0
38.69277,7.90115,"Ethiopia","Tamssa",2016,"PK",480.571428571429,0,40,40
38.69277,7.90115,"Ethiopia","Tamssa",2016,"NK",2212.83428571429,120,0,40
38.69277,7.90115,"Ethiopia","Tamssa",2016,"NP",3365.30158730159,120,40,0
38.69277,7.90115,"Ethiopia","Tamssa",2016,"NPK",3237.27946127946,120,40,40
38.69277,7.90115,"Ethiopia","Tamssa",2016,"NPK+",6369.52380952381,120,40,40
38.69359,7.90719,"Ethiopia","Tamssa",2016,"Control",2043.13766233766,0,0,0
38.69359,7.90719,"Ethiopia","Tamssa",2016,"PK",1610.4,0,40,40
38.69359,7.90719,"Ethiopia","Tamssa",2016,"NK",4789.84126984127,120,0,40
38.69359,7.90719,"Ethiopia","Tamssa",2016,"NP",6453.12688172043,120,40,0
38.69359,7.90719,"Ethiopia","Tamssa",2016,"NPK",6416.04774603175,120,40,40
38.69359,7.90719,"Ethiopia","Tamssa",2016,"NPK+",7261.42857142857,120,40,40
NA,NA,"Ethiopia","Tamssa",2016,"Control",1933.17948717949,0,0,0
NA,NA,"Ethiopia","Tamssa",2016,"PK",1372.25974025974,0,40,40
NA,NA,"Ethiopia","Tamssa",2016,"NK",2818.84952380952,120,0,40
